Model,Ensembl_transcript_id,Ensembl_gene_id,Gene_biotype,External_gene_id,Description,Model posterior probability,log(FC),Second model,Second posterior probability,
EB,ENST00000463664,ENSG00000143416,retained_intron,SELENBP1-014,selenium binding protein 1 [Source:HGNC Symbol;Acc:10719],0.999962352,14.2028,ZERO,1.85E-05,
EB,ENST00000423943,ENSG00000224259,lincRNA,RP11-48O20.4-001,,0.999933952,6.79675,MK,2.14E-05,
EB,ENST00000589333,ENSG00000214049,processed_transcript,UCA1-002,urothelial cancer associated 1 (non-protein coding) [Source:HGNC Symbol;Acc:37126],0.999954112,13.5404,ZERO,2.27E-05,
EB,ENST00000379378,ENSG00000205250,protein_coding,E2F4-001,"E2F transcription factor 4, p107/p130-binding [Source:HGNC Symbol;Acc:3118]",0.999954184,2.10173,ZERO,2.93E-05,
EB,ENST00000358184,ENSG00000196188,protein_coding,CTSE-001,cathepsin E [Source:HGNC Symbol;Acc:2530],0.999936661,13.6913,ZERO,3.10E-05,
EB,ENST00000510500,ENSG00000153113,protein_coding,CAST-014,calpastatin [Source:HGNC Symbol;Acc:1515],0.999918662,3.62283,ZERO,3.33E-05,
EB,ENST00000502664,ENSG00000250361,protein_coding,GYPB-001,glycophorin B (MNS blood group) [Source:HGNC Symbol;Acc:4703],0.99992895,11.2242,ZERO,3.50E-05,
EB,ENST00000569954,ENSG00000169877,processed_transcript,AHSP-003,alpha hemoglobin stabilizing protein [Source:HGNC Symbol;Acc:18075],0.999904825,6.7688,ZERO,3.64E-05,
EB,ENST00000494131,ENSG00000166347,nonsense_mediated_decay,CYB5A-002,cytochrome b5 type A (microsomal) [Source:HGNC Symbol;Acc:2570],0.999916355,4.89401,ZERO,3.66E-05,
EB,ENST00000564707,ENSG00000169877,protein_coding,AHSP-002,alpha hemoglobin stabilizing protein [Source:HGNC Symbol;Acc:18075],0.999917375,14.522,ZERO,3.82E-05,
EB,ENST00000310544,ENSG00000173868,protein_coding,PHOSPHO1-001,"phosphatase, orphan 1 [Source:HGNC Symbol;Acc:16815]",0.999919417,13.2079,ZERO,3.90E-05,
EB,ENST00000519973,ENSG00000147454,protein_coding,SLC25A37-001,"solute carrier family 25 (mitochondrial iron transporter), member 37 [Source:HGNC Symbol;Acc:29786]",0.999921934,2.99131,ZERO,3.92E-05,
EB,ENST00000354915,ENSG00000206178,unprocessed_pseudogene,HBZP1-001,"hemoglobin, zeta pseudogene 1 [Source:HGNC Symbol;Acc:4836]",0.999914824,14.7966,ZERO,4.12E-05,
EB,ENST00000373158,ENSG00000112212,protein_coding,TSPO2-003,translocator protein 2 [Source:HGNC Symbol;Acc:21256],0.999910873,13.1661,ZERO,4.54E-05,
EB,ENST00000475226,ENSG00000244734,retained_intron,HBB-003,"hemoglobin, beta [Source:HGNC Symbol;Acc:4827]",0.999826263,6.40965,ZERO,5.69E-05,
EB,ENST00000379542,ENSG00000137210,protein_coding,TMEM14B-001,transmembrane protein 14B [Source:HGNC Symbol;Acc:21384],0.999920173,1.68168,ZERO,5.78E-05,
EB,ENST00000498494,ENSG00000143416,processed_transcript,SELENBP1-009,selenium binding protein 1 [Source:HGNC Symbol;Acc:10719],0.999880684,11.7673,ZERO,6.14E-05,
EB,ENST00000511684,ENSG00000175449,protein_coding,RFESD-003,Rieske (Fe-S) domain containing [Source:HGNC Symbol;Acc:29587],0.999849218,4.82987,ZERO,6.18E-05,
EB,ENST00000526673,ENSG00000110693,protein_coding,SOX6-010,SRY (sex determining region Y)-box 6 [Source:HGNC Symbol;Acc:16421],0.999857896,13.0819,ZERO,7.16E-05,
EB,ENST00000591977,ENSG00000066926,protein_coding,FECH-010,ferrochelatase [Source:HGNC Symbol;Acc:3647],0.999848702,11.7169,ZERO,7.55E-05,
EB,ENST00000302312,ENSG00000169877,protein_coding,AHSP-001,alpha hemoglobin stabilizing protein [Source:HGNC Symbol;Acc:18075],0.999755822,7.91417,MK,7.95E-05,
EB,ENST00000498636,ENSG00000158578,processed_transcript,ALAS2-001,"aminolevulinate, delta-, synthase 2 [Source:HGNC Symbol;Acc:397]",0.999838473,13.1108,ZERO,8.10E-05,
EB,ENST00000354352,ENSG00000018280,nonsense_mediated_decay,SLC11A1-003,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1 [Source:HGNC Symbol;Acc:10907]",0.999817689,11.6905,ZERO,9.21E-05,
EB,ENST00000563198,ENSG00000039068,3prime_overlapping_ncrna,CDH1-015,"cadherin 1, type 1, E-cadherin (epithelial) [Source:HGNC Symbol;Acc:1748]",0.999745318,5.3771,ZERO,9.50E-05,
EB,ENST00000335854,ENSG00000158578,protein_coding,ALAS2-008,"aminolevulinate, delta-, synthase 2 [Source:HGNC Symbol;Acc:397]",0.999811369,6.26731,MK,9.52E-05,
EB,ENST00000396276,ENSG00000106066,protein_coding,CPVL-002,"carboxypeptidase, vitellogenic-like [Source:HGNC Symbol;Acc:14399]",0.999812991,2.8975,ZERO,9.68E-05,
EB,ENST00000251413,ENSG00000131462,protein_coding,TUBG1-001,"tubulin, gamma 1 [Source:HGNC Symbol;Acc:12417]",0.999799877,2.62234,ZERO,0.00011305,
EB,ENST00000543543,ENSG00000256269,retained_intron,HMBS-009,hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:4982],0.999632479,5.24085,ZERO,0.000117073,
EB,ENST00000484216,ENSG00000188536,retained_intron,HBA2-006,"hemoglobin, alpha 2 [Source:HGNC Symbol;Acc:4824]",0.999761283,12.2712,ZERO,0.000122068,
EB,ENST00000399246,ENSG00000214921,protein_coding,AC003102.1-201,,0.99971369,6.53943,MK,0.000123488,
EB,ENST00000561762,ENSG00000260592,antisense,CTA-363E6.6-001,,0.999592383,6.18928,ZERO,0.000154753,
EB,ENST00000345042,ENSG00000144381,protein_coding,HSPD1-201,heat shock 60kDa protein 1 (chaperonin) [Source:HGNC Symbol;Acc:5261],0.999806485,1.08233,ZERO,0.000162634,
EB,ENST00000246635,ENSG00000171401,protein_coding,KRT13-001,keratin 13 [Source:HGNC Symbol;Acc:6415],0.999585494,8.56363,ZERO,0.000173252,
EB,ENST00000542345,ENSG00000256269,retained_intron,HMBS-011,hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:4982],0.99964212,12.5231,ZERO,0.000179533,
EB,ENST00000432665,ENSG00000224177,lincRNA,LINC00570-004,long intergenic non-protein coding RNA 570 [Source:HGNC Symbol;Acc:43717],0.999642209,11.0144,ZERO,0.000182051,
EB,ENST00000482565,ENSG00000188536,retained_intron,HBA2-003,"hemoglobin, alpha 2 [Source:HGNC Symbol;Acc:4824]",0.999635457,12.904,ZERO,0.00018325,
EB,ENST00000340849,ENSG00000188672,protein_coding,RHCE-004,"Rh blood group, CcEe antigens [Source:HGNC Symbol;Acc:10008]",0.999602117,11.029,ZERO,0.000200856,
EB,ENST00000296273,ENSG00000163918,protein_coding,RFC4-001,"replication factor C (activator 1) 4, 37kDa [Source:HGNC Symbol;Acc:9972]",0.999554034,2.68894,ZERO,0.000234773,
EB,ENST00000340634,ENSG00000188582,protein_coding,PAQR9-001,progestin and adipoQ receptor family member IX [Source:HGNC Symbol;Acc:30131],0.999312254,6.87028,ZERO,0.000255807,
EB,ENST00000383463,ENSG00000183624,protein_coding,C3orf37-001,chromosome 3 open reading frame 37 [Source:HGNC Symbol;Acc:24446],0.999673985,1.38805,ZERO,0.00025677,
EB,ENST00000251595,ENSG00000188536,protein_coding,HBA2-001,"hemoglobin, alpha 2 [Source:HGNC Symbol;Acc:4824]",0.999331172,5.842,ZERO,0.000264771,
EB,ENST00000340342,ENSG00000135047,protein_coding,CTSL1-002,cathepsin L1 [Source:HGNC Symbol;Acc:2537],0.999358539,4.2812,ZERO,0.000267017,
EB,ENST00000600160,ENSG00000214049,processed_transcript,UCA1-003,urothelial cancer associated 1 (non-protein coding) [Source:HGNC Symbol;Acc:37126],0.999443086,7.90434,ZERO,0.000274545,
EB,ENST00000249116,ENSG00000128383,protein_coding,APOBEC3A-201,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A [Source:HGNC Symbol;Acc:17343]",0.999447369,10.9742,ZERO,0.000279279,
EB,ENST00000459655,ENSG00000196565,processed_transcript,HBG2-002,"hemoglobin, gamma G [Source:HGNC Symbol;Acc:4832]",0.99905226,7.30265,CLP,0.000309993,
EB,ENST00000371740,ENSG00000112759,protein_coding,SLC29A1-004,"solute carrier family 29 (nucleoside transporters), member 1 [Source:HGNC Symbol;Acc:11003]",0.999366165,2.67262,ZERO,0.0003504,
EB,ENST00000518611,ENSG00000104765,protein_coding,BNIP3L-004,BCL2/adenovirus E1B 19kDa interacting protein 3-like [Source:HGNC Symbol;Acc:1085],0.99931721,2.19728,ZERO,0.000357081,
EB,ENST00000382873,ENSG00000066926,protein_coding,FECH-002,ferrochelatase [Source:HGNC Symbol;Acc:3647],0.999295473,3.32268,ZERO,0.00036895,
EB,ENST00000573747,ENSG00000198336,nonsense_mediated_decay,MYL4-009,"myosin, light chain 4, alkali; atrial, embryonic [Source:HGNC Symbol;Acc:7585]",0.999014151,3.87689,ZERO,0.000428059,
EB,ENST00000356797,ENSG00000122644,protein_coding,ARL4A-002,ADP-ribosylation factor-like 4A [Source:HGNC Symbol;Acc:695],0.99894945,3.35525,ZERO,0.000432752,
EB,ENST00000486699,ENSG00000126088,processed_transcript,UROD-009,uroporphyrinogen decarboxylase [Source:HGNC Symbol;Acc:12591],0.99924988,2.1006,ZERO,0.000457059,
EB,ENST00000336861,ENSG00000171401,protein_coding,KRT13-002,keratin 13 [Source:HGNC Symbol;Acc:6415],0.998987973,9.35935,ZERO,0.000505868,
EB,ENST00000367886,ENSG00000143198,protein_coding,MGST3-201,microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:7064],0.999198664,2.15395,ZERO,0.00050878,
EB,ENST00000309794,ENSG00000141562,protein_coding,NARF-001,nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:29916],0.999096178,1.89585,ZERO,0.00051258,
EB,ENST00000513128,ENSG00000250361,protein_coding,GYPB-006,glycophorin B (MNS blood group) [Source:HGNC Symbol;Acc:4703],0.998890015,6.48547,ZERO,0.000516476,
EB,ENST00000336906,ENSG00000196565,protein_coding,HBG2-201,"hemoglobin, gamma G [Source:HGNC Symbol;Acc:4832]",0.998399391,7.13056,ZERO,0.000530651,
EB,ENST00000393450,ENSG00000198336,protein_coding,MYL4-001,"myosin, light chain 4, alkali; atrial, embryonic [Source:HGNC Symbol;Acc:7585]",0.99858444,3.95636,ZERO,0.000566296,
EB,ENST00000265523,ENSG00000106605,protein_coding,BLVRA-001,biliverdin reductase A [Source:HGNC Symbol;Acc:1062],0.998834077,1.71232,ZERO,0.000581288,
EB,ENST00000482054,ENSG00000135047,processed_transcript,CTSL1-006,cathepsin L1 [Source:HGNC Symbol;Acc:2537],0.998686138,4.77987,ZERO,0.000628896,
EB,ENST00000457189,ENSG00000123297,protein_coding,TSFM-006,"Ts translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:12367]",0.998962625,2.05088,ZERO,0.000658713,
EB,ENST00000396198,ENSG00000158578,protein_coding,ALAS2-007,"aminolevulinate, delta-, synthase 2 [Source:HGNC Symbol;Acc:397]",0.998466067,7.82775,ZERO,0.000672322,
EB,ENST00000463868,ENSG00000158578,processed_transcript,ALAS2-002,"aminolevulinate, delta-, synthase 2 [Source:HGNC Symbol;Acc:397]",0.998080853,7.79551,MK,0.00069007,
EB,ENST00000361690,ENSG00000096063,protein_coding,SRPK1-005,SRSF protein kinase 1 [Source:HGNC Symbol;Acc:11305],0.999115783,1.1939,ZERO,0.000708857,
EB,ENST00000010404,ENSG00000008394,protein_coding,MGST1-201,microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:7061],0.998889672,2.19523,ZERO,0.000715108,
EB,ENST00000379804,ENSG00000131828,protein_coding,PDHA1-002,pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:8806],0.999073785,1.36075,ZERO,0.000721145,
EB,ENST00000395323,ENSG00000213626,protein_coding,LBH-001,limb bud and heart development homolog (mouse) [Source:HGNC Symbol;Acc:29532],0.998595148,3.85687,ZERO,0.000733419,
EB,ENST00000509259,ENSG00000153113,protein_coding,CAST-039,calpastatin [Source:HGNC Symbol;Acc:1515],0.998409572,4.80341,ZERO,0.000738571,
EB,ENST00000344517,ENSG00000135776,protein_coding,ABCB10-001,"ATP-binding cassette, sub-family B (MDR/TAP), member 10 [Source:HGNC Symbol;Acc:41]",0.998755276,2.50314,ZERO,0.000765469,
EB,ENST00000432328,ENSG00000179715,protein_coding,PCED1B-201,PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:28255],0.99837645,8.21642,ZERO,0.000806946,
EB,ENST00000373960,ENSG00000175084,protein_coding,DES-001,desmin [Source:HGNC Symbol;Acc:2770],0.998321469,5.75524,ZERO,0.000833047,
EB,ENST00000520576,ENSG00000204949,antisense,RP11-539E17.4-001,,0.998324669,8.02275,ZERO,0.000839111,
EB,ENST00000325881,ENSG00000157734,protein_coding,SNX22-001,sorting nexin 22 [Source:HGNC Symbol;Acc:16315],0.998276569,6.7773,ZERO,0.000855424,
EB,ENST00000360771,ENSG00000170180,protein_coding,GYPA-001,glycophorin A (MNS blood group) [Source:HGNC Symbol;Acc:4702],0.99773912,7.92353,MK,0.000874321,
EB,ENST00000338252,ENSG00000153113,protein_coding,CAST-005,calpastatin [Source:HGNC Symbol;Acc:1515],0.99817635,8.05158,ZERO,0.000905084,
EB,ENST00000432823,ENSG00000226281,lincRNA,RP1-80N2.2-001,,0.997818307,5.12493,ZERO,0.000906568,
EB,ENST00000229563,ENSG00000111843,protein_coding,TMEM14C-001,transmembrane protein 14C [Source:HGNC Symbol;Acc:20952],0.99858654,1.91872,ZERO,0.000910242,
EB,ENST00000443364,ENSG00000224259,lincRNA,RP11-48O20.4-002,,0.997890314,6.29471,ZERO,0.000952593,
EB,ENST00000371674,ENSG00000244687,protein_coding,UBE2V1-004,ubiquitin-conjugating enzyme E2 variant 1 [Source:HGNC Symbol;Acc:12494],0.998464733,1.34293,ZERO,0.001002548,
EB,ENST00000361487,ENSG00000198807,protein_coding,PAX9-001,paired box 9 [Source:HGNC Symbol;Acc:8623],0.99778842,5.76485,ZERO,0.001036052,
EB,ENST00000458634,ENSG00000079332,protein_coding,SAR1A-202,SAR1 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:10534],0.997926446,8.52422,ZERO,0.001040939,
EB,ENST00000300215,ENSG00000166947,protein_coding,EPB42-001,erythrocyte membrane protein band 4.2 [Source:HGNC Symbol;Acc:3381],0.99812062,2.43378,ZERO,0.001100873,
EB,ENST00000522886,ENSG00000075340,protein_coding,ADD2-016,adducin 2 (beta) [Source:HGNC Symbol;Acc:244],0.997627316,6.14461,ZERO,0.001131541,
EB,ENST00000515663,ENSG00000153113,protein_coding,CAST-015,calpastatin [Source:HGNC Symbol;Acc:1515],0.997523205,5.11836,ZERO,0.001193825,
EB,ENST00000266560,ENSG00000139194,protein_coding,RBP5-001,"retinol binding protein 5, cellular [Source:HGNC Symbol;Acc:15847]",0.997273065,4.71526,ZERO,0.001254343,
EB,ENST00000433183,ENSG00000184792,protein_coding,OSBP2-009,oxysterol binding protein 2 [Source:HGNC Symbol;Acc:8504],0.996961348,3.65092,ZERO,0.001292135,
EB,ENST00000283126,ENSG00000250361,protein_coding,GYPB-201,glycophorin B (MNS blood group) [Source:HGNC Symbol;Acc:4703],0.997376284,5.09809,ZERO,0.001300216,
EB,ENST00000335295,ENSG00000244734,protein_coding,HBB-001,"hemoglobin, beta [Source:HGNC Symbol;Acc:4827]",0.996508571,7.21465,CLP,0.001343042,
EB,ENST00000427814,ENSG00000153814,protein_coding,JAZF1-008,JAZF zinc finger 1 [Source:HGNC Symbol;Acc:28917],0.997351689,2.86165,ZERO,0.001380936,
EB,ENST00000544615,ENSG00000175567,protein_coding,UCP2-008,"uncoupling protein 2 (mitochondrial, proton carrier) [Source:HGNC Symbol;Acc:12518]",0.997878463,1.5791,ZERO,0.001424455,
EB,ENST00000299300,ENSG00000166226,protein_coding,CCT2-001,"chaperonin containing TCP1, subunit 2 (beta) [Source:HGNC Symbol;Acc:1615]",0.998028885,1.25089,ZERO,0.00148595,
EB,ENST00000324022,ENSG00000170180,protein_coding,GYPA-002,glycophorin A (MNS blood group) [Source:HGNC Symbol;Acc:4702],0.996270413,7.44353,ZERO,0.00151467,
EB,ENST00000512064,ENSG00000170180,protein_coding,GYPA-007,glycophorin A (MNS blood group) [Source:HGNC Symbol;Acc:4702],0.996311204,6.48598,ZERO,0.001676522,
EB,ENST00000455688,ENSG00000158578,protein_coding,ALAS2-004,"aminolevulinate, delta-, synthase 2 [Source:HGNC Symbol;Acc:397]",0.996291734,9.02903,ZERO,0.00177718,
EB,ENST00000443744,ENSG00000233746,processed_transcript,LINC00656-001,long intergenic non-protein coding RNA 656 [Source:HGNC Symbol;Acc:27304],0.995887571,7.81342,ZERO,0.001882963,
EB,ENST00000379530,ENSG00000137210,protein_coding,TMEM14B-004,transmembrane protein 14B [Source:HGNC Symbol;Acc:21384],0.996915697,2.08348,ZERO,0.001897112,
EB,ENST00000596427,ENSG00000269600,antisense,AC016629.3-001,,0.994573936,5.96518,MK,0.001948649,
EB,ENST00000458521,ENSG00000166863,protein_coding,TAC3-001,tachykinin 3 [Source:HGNC Symbol;Acc:11521],0.996088198,7.94303,ZERO,0.001965359,
EB,ENST00000381899,ENSG00000125818,protein_coding,PSMF1-008,"proteasome (prosome, macropain) inhibitor subunit 1 (PI31) [Source:HGNC Symbol;Acc:9571]",0.997284112,1.45286,ZERO,0.001968724,
EB,ENST00000487556,ENSG00000164010,processed_transcript,ERMAP-004,erythroblast membrane-associated protein (Scianna blood group) [Source:HGNC Symbol;Acc:15743],0.996323977,3.30208,ZERO,0.002035516,
EB,ENST00000564523,ENSG00000260629,sense_overlapping,CTD-2643I7.1-001,,0.995259079,3.32398,ZERO,0.002160694,
EB,ENST00000485743,ENSG00000244734,retained_intron,HBB-002,"hemoglobin, beta [Source:HGNC Symbol;Acc:4827]",0.994353655,6.35241,ZERO,0.002174098,
EB,ENST00000300738,ENSG00000167325,protein_coding,RRM1-001,ribonucleotide reductase M1 [Source:HGNC Symbol;Acc:10451],0.996185981,2.3338,ZERO,0.002225088,
EB,ENST00000462982,ENSG00000154813,processed_transcript,DPH3-004,"DPH3, KTI11 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:27717]",0.995815555,3.0179,ZERO,0.002260328,
EB,ENST00000348386,ENSG00000153113,processed_transcript,CAST-002,calpastatin [Source:HGNC Symbol;Acc:1515],0.995743835,2.32953,ZERO,0.002261917,
EB,ENST00000439211,ENSG00000228716,protein_coding,DHFR-001,dihydrofolate reductase [Source:HGNC Symbol;Acc:2861],0.996375288,2.05657,ZERO,0.002357734,
EB,ENST00000510771,ENSG00000170180,retained_intron,GYPA-008,glycophorin A (MNS blood group) [Source:HGNC Symbol;Acc:4702],0.994757594,7.76885,ZERO,0.002366885,
EB,ENST00000331299,ENSG00000183032,protein_coding,SLC25A21-001,"solute carrier family 25 (mitochondrial oxoadipate carrier), member 21 [Source:HGNC Symbol;Acc:14411]",0.993829877,6.23839,ZERO,0.002417747,
EB,ENST00000340384,ENSG00000188229,protein_coding,TUBB4B-001,"tubulin, beta 4B class IVb [Source:HGNC Symbol;Acc:20771]",0.994827926,2.37926,ZERO,0.002482988,
EB,ENST00000216446,ENSG00000100558,protein_coding,PLEK2-001,pleckstrin 2 [Source:HGNC Symbol;Acc:19238],0.993920257,8.16371,ZERO,0.002646202,
EB,ENST00000431042,ENSG00000173262,protein_coding,SLC2A14-005,"solute carrier family 2 (facilitated glucose transporter), member 14 [Source:HGNC Symbol;Acc:18301]",0.99461147,5.34141,ZERO,0.002650733,
EB,ENST00000506679,ENSG00000250361,nonsense_mediated_decay,GYPB-002,glycophorin B (MNS blood group) [Source:HGNC Symbol;Acc:4703],0.99468483,6.04289,ZERO,0.002655857,
EB,ENST00000596029,ENSG00000269600,antisense,AC016629.3-002,,0.994123453,7.43011,ZERO,0.002691294,
EB,ENST00000430254,ENSG00000115993,protein_coding,TRAK2-002,"trafficking protein, kinesin binding 2 [Source:HGNC Symbol;Acc:13206]",0.995400385,2.1821,ZERO,0.002739028,
EB,ENST00000546226,ENSG00000256269,retained_intron,HMBS-020,hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:4982],0.994250897,6.27483,ZERO,0.002777644,
EB,ENST00000417647,ENSG00000113141,protein_coding,IK-001,"IK cytokine, down-regulator of HLA II [Source:HGNC Symbol;Acc:5958]",0.995869807,1.27044,ZERO,0.002852851,
EB,ENST00000455839,ENSG00000143416,nonsense_mediated_decay,SELENBP1-007,selenium binding protein 1 [Source:HGNC Symbol;Acc:10719],0.994339466,6.02435,ZERO,0.002863159,
EB,ENST00000513557,ENSG00000250361,processed_transcript,GYPB-004,glycophorin B (MNS blood group) [Source:HGNC Symbol;Acc:4703],0.994305602,9.64436,ZERO,0.002896306,
EB,ENST00000555698,ENSG00000129538,protein_coding,RNASE1-005,"ribonuclease, RNase A family, 1 (pancreatic) [Source:HGNC Symbol;Acc:10044]",0.993301591,3.05308,ZERO,0.003012892,
EB,ENST00000371755,ENSG00000112759,protein_coding,SLC29A1-003,"solute carrier family 29 (nucleoside transporters), member 1 [Source:HGNC Symbol;Acc:11003]",0.993584957,2.79806,ZERO,0.003075698,
EB,ENST00000373236,ENSG00000079332,protein_coding,SAR1A-004,SAR1 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:10534],0.993529822,6.34782,ZERO,0.003220388,
EB,ENST00000367889,ENSG00000143198,protein_coding,MGST3-001,microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:7064],0.994558141,1.63134,ZERO,0.003410182,
EB,ENST00000286428,ENSG00000155959,protein_coding,VBP1-001,von Hippel-Lindau binding protein 1 [Source:HGNC Symbol;Acc:12662],0.993929191,1.83181,ZERO,0.003422665,
EB,ENST00000380005,ENSG00000175449,protein_coding,RFESD-002,Rieske (Fe-S) domain containing [Source:HGNC Symbol;Acc:29587],0.99101229,5.54905,ZERO,0.003412797,
EB,ENST00000260867,ENSG00000138297,protein_coding,TIMM23-001,translocase of inner mitochondrial membrane 23 homolog (yeast) [Source:HGNC Symbol;Acc:17312],0.995306888,1.25882,ZERO,0.00357407,
EB,ENST00000374971,ENSG00000238269,protein_coding,PAGE2B-001,"P antigen family, member 2B [Source:HGNC Symbol;Acc:31805]",0.991115545,4.29281,ZERO,0.003611263,
EB,ENST00000373161,ENSG00000112212,protein_coding,TSPO2-001,translocator protein 2 [Source:HGNC Symbol;Acc:21256],0.992317979,6.67242,ZERO,0.003765538,
EB,ENST00000262418,ENSG00000004939,protein_coding,SLC4A1-001,"solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group) [Source:HGNC Symbol;Acc:11027]",0.99029582,6.21949,MK,0.003808702,
EB,ENST00000330597,ENSG00000213934,protein_coding,HBG1-001,"hemoglobin, gamma A [Source:HGNC Symbol;Acc:4831]",0.991420948,8.34688,ZERO,0.003899375,
EB,ENST00000482020,ENSG00000162599,processed_transcript,NFIA-010,nuclear factor I/A [Source:HGNC Symbol;Acc:7784],0.992341552,3.44641,ZERO,0.00400683,
